source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
lon_hue_3d_and_building_stock_context,london,Historical Urban Event Evidence Catalog - 3D and building-stock context,Greater London Authority / London Datastore source family,planning_development,pdf_curated_source_family,https://www.ordnancesurvey.co.uk/products/os-3d-mesh,,OS beta access is not equivalent to unrestricted open data; verify access route.,2017,2025,Building / mesh / citywide stock model.,Emerging.,2026-04-29T16:09:13+01:00,Emerging.,candidate,"Useful, but weaker than NYC for a clean open municipal 3D history.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: SNAPSHOT + 3D derivative cache. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: medium.
lon_hue_historical_aerial_imagery_and_vertical_aerials,london,Historical Urban Event Evidence Catalog - Historical aerial imagery and vertical aerials,Historic England / Environment Agency,environment_imagery,pdf_curated_source_family,https://historicengland.org.uk/images-books/archive/collections/aerial-photos/,,Mixed. Historic England image rights vary per image; Environment Agency data are official open-government-style datasets; OS imagery is licensed.,,,"Photo, scene, ortho.",Archive + programmatic refresh depending provider.,2026-04-29T16:09:13+01:00,Archive + programmatic refresh depending provider.,mvp,"High value, especially where London lacks a single openly tiled orthophoto series like NYC.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: DOCSTORE + tile/scene registry. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: medium-high.
lon_hue_london_datastore_platform_and_api,london,Historical Urban Event Evidence Catalog - London Datastore platform and API,Greater London Authority / London Datastore source family,evidence_catalog_source,pdf_curated_source_family,https://data.london.gov.uk/,,Terms vary by package; users must check package license details.,,,Dataset/package/resource metadata and files.,Package-specific updates.,2026-04-29T16:09:13+01:00,Package-specific updates.,mvp,"Essential platform layer for production metadata, automated refresh checks, and package discovery.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: CATALOG sync + package harvester. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_london_development_database_archive_and_planning_comments,london,Historical Urban Event Evidence Catalog - London Development Database archive and planning comments,Greater London Authority / London Datastore source family,planning_development,pdf_curated_source_family,https://data.london.gov.uk/dataset/planning-permissions-on-the-london-development-database-ldd-2jxq0,,London Datastore terms; site-specific planning terms.,2012,present/latest,Application and document.,Archived for LDD; current for PlanApps.,2026-04-29T16:09:13+01:00,Archived for LDD; current for PlanApps.,mvp,Best way to bridge older strategic permissions with current mayoral applications and comments.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: DOCSTORE + historical archive layer. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_planning_london_datahub_api_and_schema,london,Historical Urban Event Evidence Catalog - Planning London Datahub API and schema,Greater London Authority / London Datastore source family,planning_development,pdf_curated_source_family,https://planningdata.london.gov.uk/api-guest/,,Publicly documented access; header required.,,,Application and nested-record level.,Live.,2026-04-29T16:09:13+01:00,Live.,mvp,"Supports direct search by authority, dates, and fields. Excellent for reproducible ETL.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: API pull + schema registry. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_planning_london_datahub_core,london,Historical Urban Event Evidence Catalog - Planning London Datahub core,Greater London Authority / London Datastore source family,planning_development,pdf_curated_source_family,https://planninglondondatahub.london.gov.uk/,,Public portal; respect dataset-level terms.,,,"Application, site, authority, development proposal.",Live/current with annual progress items.,2026-04-29T16:09:13+01:00,Live/current with annual progress items.,mvp,London’s single most important urban-event dataset family.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + document index + application graph. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_property_transactions_price_indices_and_rents,london,"Historical Urban Event Evidence Catalog - Property transactions, price indices, and rents",Office for National Statistics / Nomis / GLA,housing_property_market,pdf_curated_source_family,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads,,Official government terms; check Price Paid permitted-use guidance.,1995,2013,"Property transaction, local authority, region.",Monthly or biannual.,2026-04-29T16:09:13+01:00,Monthly or biannual.,mvp,Best official stack for property transactions and rent/price trend context.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LEDGER + linked-data price index adapter. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_public_opinion_consultation_and_local_sentiment,london,"Historical Urban Event Evidence Catalog - Public opinion, consultation, and local sentiment",Office for National Statistics / Nomis / GLA,civic_sentiment_consultation,pdf_curated_source_family,https://data.london.gov.uk/search?q=Annual%20London%20Survey,,Mixed package/site terms.,2000,2014,"Survey, consultation, ward/borough, application.",Survey-cycle / current consultations.,2026-04-29T16:09:13+01:00,Survey-cycle / current consultations.,mvp,"Useful, but there is no citywide 311-style operational complaint ledger equivalent.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: DOCSTORE + survey cube. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_residential_approvals_starts_completions_and_pipeline_dashboards,london,"Historical Urban Event Evidence Catalog - Residential approvals, starts, completions, and pipeline dashboards",Office for National Statistics / Nomis / GLA,evidence_catalog_source,pdf_curated_source_family,https://data.london.gov.uk/dataset/residential-approvals-dashboard-e5now,,London Datastore package-level terms.,2000,2026/partial,Development/site/project.,Ongoing dashboards and periodic downloadable resources.,2026-04-29T16:09:13+01:00,Ongoing dashboards and periodic downloadable resources.,mvp,Best for pipeline and housing-delivery monitoring; preserve borough submission caveats.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: CUBE + periodic extract snapshots. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_road_network_identifiers_and_open_basemaps,london,"Historical Urban Event Evidence Catalog - Road network, identifiers, and open basemaps",Ordnance Survey,planning_development,pdf_curated_source_family,https://www.ordnancesurvey.co.uk/products/os-open-roads,,OS OpenData products use OGL; premium OS products differ.,,,"Road, street identifier, property identifier, general mapping.",Typically semiannual or product-specific refresh.,2026-04-29T16:09:13+01:00,Typically semiannual or product-specific refresh.,mvp,Important substitute where London parcel/building openness is weaker than NYC.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: LINKER + basemap snapshots. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_tfl_routes_timetables_accessibility_demand_and_cycle_hire,london,"Historical Urban Event Evidence Catalog - TfL routes, timetables, accessibility, demand, and cycle hire",Transport for London,transport_mobility,pdf_curated_source_family,https://api.tfl.gov.uk/,,TfL terms based on OGL with amendments; check caching/branding/commercial rules.,2003,2026,"Stop, station, line, route, bike point, grid point.",Live APIs plus periodic datasets.,2026-04-29T16:09:13+01:00,Live APIs plus periodic datasets.,mvp,Strong for integrated network metadata and accessibility/topology; demand history is less consistently open at station level than NYC.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: API pull + temporal cache + CUBE snapshots. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_traffic_counts_and_road_flows,london,Historical Urban Event Evidence Catalog - Traffic counts and road flows,Department for Transport,transport_mobility,pdf_curated_source_family,https://roadtraffic.dft.gov.uk/regions/6,,UK Open Government Licence for published statistics/data; preserve attribution and method fields.,,,"Count point, road link, local authority.",Annual / periodic releases.,2026-04-29T16:09:13+01:00,Annual / periodic releases.,mvp,Always keep estimation method in the model and upweight directly counted observations.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: SNAPSHOT + count-point registry. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_hue_workforce_labour_market_and_population,london,"Historical Urban Event Evidence Catalog - Workforce, labour market, and population",Office for National Statistics / Nomis / GLA,economy_demographics,pdf_curated_source_family,https://www.nomisweb.co.uk/api/v01/help,,Open Government Licence with statistical disclosure controls where applicable.,1971,2024,"Borough, LAD, small areas depending on source.",Annual or quarterly depending on family.,2026-04-29T16:09:13+01:00,Annual or quarterly depending on family.,mvp,Very strong for long-run labour and demography.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Adapter: CUBE/API + geography harmonization. Extracted from attached Historical Urban Event Evidence Data Catalog PDF; confidence: high.
lon_laei,london,London Atmospheric Emissions Inventory (LAEI),Greater London Authority,environment_air_quality,dataset,https://data.london.gov.uk/dataset/london-atmospheric-emissions-inventory--laei--2019,,Open Government Licence likely; confirm,inventory years,2019/latest released,grid/road-source emissions,inventory release,2026-04-28T09:52:10.257166+01:00,manual release-vintage,later,"Emissions inventory is modelled, not measured monitor data.",raw_metadata/lon_laei_page_metadata.json,
lon_layers_of_london,london,Layers of London historical maps and records,Institute of Historical Research / partners,imagery_historical,historical_map_portal,https://www.layersoflondon.org/,,site/item-specific rights,historic,present,historical maps/photos/records,archive/community updates,2026-04-28T09:53:04.134977+01:00,manual,later,Good contextual research source; licences and georeferencing vary by layer/item.,raw_metadata/lon_layers_of_london_page_metadata.json,
lon_lldc_local_plan,london,LLDC Local Plan,London Legacy Development Corporation,policy_governance,local_plan,https://www.queenelizabetholympicpark.co.uk/planning-policy,,LLDC/Crown copyright terms; confirm,2015,present,LLDC planning authority area; site allocations,plan period,2026-04-28T09:52:10.257166+01:00,manual on plan update,mvp,Contains policy intent and site allocations; documents may be PDFs with semi-structured data.,raw_metadata/lon_lldc_local_plan_page_metadata.json,
lon_lldc_planning_register,london,LLDC planning register,London Legacy Development Corporation,planning_development,planning_register,https://planningregister.londonlegacy.co.uk/swift/apas/run/wphappcriteria.display,,LLDC terms; public planning records,2012,present,application/site level,live/register updates,2026-04-28T09:52:10.257166+01:00,manual + targeted scrape where allowed,mvp,Public register may have anti-scraping/session constraints and documents with copyright. Use PLD for bulk fields and register for evidence links.,raw_metadata/lon_lldc_planning_register_page_metadata.json,
lon_london_air_api,london,London Air Quality Network API,"Environmental Research Group, Imperial College London / London Air",environment_air_quality,api,https://api.erg.ic.ac.uk/AirQuality/help,https://api.erg.ic.ac.uk/AirQuality/Information/MonitoringSites/GroupName=London/Json,London Air/API terms; confirm redistribution,historic,present,monitoring sites and pollutant measurements,hourly/daily/annual depending endpoint,2026-04-28T09:52:10.257166+01:00,daily/annual rollup,mvp,Monitoring-site data is not site-level proof for every development; show distance and monitor type.,raw_metadata/lon_london_air_api_page_metadata.json,
lon_london_plan_2021,london,The London Plan 2021,Greater London Authority,policy_governance,plan_document,https://www.london.gov.uk/programmes-strategies/planning/london-plan/london-plan-2021,,Open Government Licence likely; confirm,2021,present,Greater London / opportunity areas / policy areas,plan period,2026-04-28T09:52:10.257166+01:00,manual on plan updates,mvp,"Policy document, not event data. Use to identify official intent and opportunity areas.",raw_metadata/lon_london_plan_2021_page_metadata.json,
lon_london_plan_monitoring,london,London Plan Annual Monitoring Reports / housing monitoring,Greater London Authority,housing_delivery,monitoring_reports,https://www.london.gov.uk/programmes-strategies/planning/implementing-london-plan/monitoring-london-plan,,Open Government Licence likely; confirm,annual reports,present,borough/London-wide indicators depending report,annual,2026-04-28T09:53:04.134977+01:00,annual,mvp,"Monitoring reports provide aggregate delivery and policy indicators, not site-level completions. Link to PLD rows for site events.",raw_metadata/lon_london_plan_monitoring_page_metadata.json,
lon_nhs_ods,london,NHS Organisation Data Service downloads,NHS England,public_services_civic_assets,download,https://digital.nhs.uk/services/organisation-data-service/data-downloads,,Open Government Licence for ODS data; confirm,current/historic,present,health org/site records,monthly,2026-04-28T09:52:10.257166+01:00,quarterly,mvp,May not include all service-capacity details; geocoding may be needed.,raw_metadata/lon_nhs_ods_page_metadata.json,
lon_nomis,london,Nomis official labour market and Census datasets,Office for National Statistics / Durham University,demographics_socioeconomic,api,https://www.nomisweb.co.uk/api/v01/help,,Open Government Licence,varies,present,"local authority, ward, MSOA/LSOA depending dataset",varies by dataset,2026-04-28T09:52:10.257166+01:00,manual dataset-specific,mvp,BRES/APS can be sampled/suppressed; always carry geography/vintage notes.,raw_metadata/lon_nomis_page_metadata.json,
lon_ons_census_2021,london,ONS Census 2021 data and maps,Office for National Statistics,demographics_socioeconomic,census_api_portal,https://www.ons.gov.uk/census,,Open Government Licence,2021,2021,OA/LSOA/MSOA/ward/local authority,decennial,2026-04-28T09:52:10.257166+01:00,manual release-vintage pin,mvp,Demographic snapshots are not annual; do not interpolate as yearly change without method.,raw_metadata/lon_ons_census_2021_page_metadata.json,
lon_ons_open_geography,london,ONS Open Geography Portal boundaries,Office for National Statistics,boundaries_geography,geoportal,https://geoportal.statistics.gov.uk/,,Open Government Licence,varies,present,"LAD/borough, wards, LSOA, MSOA, output areas",release-specific,2026-04-28T09:52:10.257166+01:00,annual/check releases,mvp,Choose exact boundary vintage matching indicator vintage; clipped/simplified products differ from full-res.,raw_metadata/lon_ons_open_geography_page_metadata.json,
lon_opportunity_areas,london,London Opportunity Areas,Greater London Authority,boundaries_geography,policy_area_dataset,https://www.london.gov.uk/programmes-strategies/planning/implementing-london-plan/londons-opportunity-areas,,Open Government Licence likely; confirm,varies,present,opportunity area polygons/definitions,policy updates,2026-04-28T09:52:10.257166+01:00,manual/quarterly,mvp,Some boundaries may be embedded in GIS map rather than direct downloadable files; confirm geometry source before ingestion.,raw_metadata/lon_opportunity_areas_page_metadata.json,
lon_os_open_greenspace,london,OS Open Greenspace,Ordnance Survey,environment_air_quality,download,https://osdatahub.os.uk/downloads/open/OpenGreenspace,,OS OpenData Licence,current release,present,greenspace polygons and access points,periodic OS releases,2026-04-28T09:52:10.257166+01:00,quarterly check,mvp,Does not replace local park-management records; use for spatial context.,raw_metadata/lon_os_open_greenspace_page_metadata.json,
lon_os_open_roads,london,OS Open Roads,Ordnance Survey,basemap_physical_features,download_api,https://osdatahub.os.uk/downloads/open/OpenRoads,https://api.os.uk/downloads/v1/products/OpenRoads/downloads?area=GB&format=GeoPackage,OS OpenData Licence,current release,present,road links/nodes,periodic OS releases,2026-04-28T09:52:10.257166+01:00,quarterly check,mvp,"Road network is cartographic/reference data, not construction chronology.",raw_metadata/lon_os_open_roads_page_metadata.json,
lon_os_open_zoomstack,london,OS Open Zoomstack,Ordnance Survey,basemap_physical_features,vector_tiles/download,https://osdatahub.os.uk/downloads/open/OpenZoomstack,,OS OpenData Licence,current release,present,multi-scale basemap layers,periodic OS releases,2026-04-28T09:52:10.257166+01:00,quarterly check,later,Cartographic product; not suitable as sole source for event dates.,raw_metadata/lon_os_open_zoomstack_page_metadata.json,
lon_os_openmap_local,london,OS OpenMap Local,Ordnance Survey,basemap_physical_features,download,https://osdatahub.os.uk/downloads/open/OpenMapLocal,,OS OpenData Licence,current release,present,"buildings, roads, rail, water, greenspace-like features",periodic OS releases,2026-04-28T09:52:10.257166+01:00,quarterly check,mvp,Generalised basemap; building attributes are limited.,raw_metadata/lon_os_openmap_local_page_metadata.json,
lon_osm_geofabrik,london,Geofabrik Greater London OpenStreetMap extract,OpenStreetMap contributors / Geofabrik,basemap_physical_features,osm_extract,https://download.geofabrik.de/europe/united-kingdom/england/greater-london.html,,Open Database Licence (ODbL),daily extract history availability varies,present,roads/buildings/POIs/landuse/water/rail as mapped,daily extracts,2026-04-28T09:52:10.257166+01:00,optional/cache by date,later,OSM edit timestamps are not real-world construction dates; attribute OSM contributors and comply with ODbL.,raw_metadata/lon_osm_geofabrik_page_metadata.json,
lon_planning_data_map,london,London Planning Data Map,Greater London Authority,policy_governance,web_gis,https://apps.london.gov.uk/planning,,OGL / GLA terms to confirm,current policy layers,present,London-wide spatial planning policy and constraint layers,updated as planning policy layers change,2026-04-28T09:52:10.257166+01:00,manual/quarterly,mvp,Exploration map; programmatic layer endpoints need separate extraction.,raw_metadata/lon_planning_data_map_page_metadata.json,
lon_pld_api,london,Planning London Datahub public guest API,Greater London Authority,planning_development,elasticsearch_api,https://planningdata.london.gov.uk/api-guest/,https://planningdata.london.gov.uk/api-guest/applications/_search,Open Government Licence likely for GLA public data; confirm per PLD terms before redistribution,live,present,planning application / development proposal; point/geometry where supplied,live/near-real-time updates from London planning authorities,2026-04-28T09:52:10.257166+01:00,nightly during build; delta by last_updated,mvp,"Public guest API is Elasticsearch-compatible and large; authority back-office quality varies; not every application has complete geometry, commencement or completion dates. Use source rows for evidence, not inferred totals.",raw_metadata/london_pld_api_root.json,"Verified API root returns Elasticsearch 7.17 cluster; focused Stratford query returned 7,791 matches on discovery terms."
lon_pld_api_docs,london,Planning London Datahub API connection technical documentation,Greater London Authority,source_provenance,pdf_document,https://www.london.gov.uk/sites/default/files/planninglondondatahub_api_connection_technical_documentation_v1.pdf,,Open Government Licence likely; confirm,,,API/documentation,versioned document,2026-04-28T09:52:10.257166+01:00,pin exact downloaded copy,mvp,Documents example endpoints including /api-guest/applications/_source and _search.,raw_metadata/planninglondondatahub_api_connection_technical_documentation_v1.pdf,
lon_pld_housing_delivery_fields,london,"Planning London Datahub residential details for approvals, starts and completions",Greater London Authority,housing_delivery,api_field_family,https://planningdata.london.gov.uk/api-guest/applications/_search,https://planningdata.london.gov.uk/api-guest/applications/_search,Open Government Licence likely for GLA public data; confirm per PLD terms,live,present,planning application/development proposal; residential_details and phasing fields,live/near-real-time,2026-04-28T09:53:04.134977+01:00,nightly/delta by last_updated,mvp,Same system as PLD planning source but tracked separately because Open Citylog needs housing approvals/completions/unit counts. Not every record has complete commencement/completion/unit fields; use application_details.residential_details and PLD schema.,raw_metadata/london_pld_stratford_olympic_search_sample.json,
lon_pld_schema,london,Planning London Datahub public technical schema v2.1,Greater London Authority,source_provenance,schema_xlsx,https://www.london.gov.uk/sites/default/files/planninglondondatahub_public_technical_schemav2.1.xlsx,,Open Government Licence likely; confirm,,,field/schema level,versioned document,2026-04-28T09:52:10.257166+01:00,pin exact downloaded copy,mvp,Schema defines public PLD fields; use alongside API docs because fields may evolve.,raw_metadata/planninglondondatahub_public_technical_schemav2.1.xlsx,
lon_postcodes_io,london,Postcodes.io UK postcode lookup,Ideal Postcodes / open data aggregation,boundaries_geography,api,https://api.postcodes.io/,https://api.postcodes.io/postcodes/{postcode},MIT-style/open service; uses ONS/OS open data,current,present,postcode point and administrative lookup,current service,2026-04-28T09:52:10.257166+01:00,on-demand lookup with cache,mvp,Not authoritative source of all addresses; cache lookups with retrieved date.,raw_metadata/lon_postcodes_io_page_metadata.json,
lon_public_transport_journeys,london,Public Transport Journeys by Type of Transport,Transport for London,transport_mobility,time_series_dataset,https://data.london.gov.uk/dataset/public-transport-journeys-by-type-of-transport-ep8ow,,TfL / GLA terms; confirm,historic reporting series,present,London-wide mode totals,reporting period,2026-04-28T11:42:12.986910+00:00,periodic,mvp,Mode totals are aggregate citywide demand indicators and should be paired with service/network geography for local interpretation.,raw_metadata/lon_public_transport_journeys_page_metadata.json,"Strong city-level time series for bus, Underground, DLR, tram, Overground and cable car usage."
lon_queen_elizabeth_olympic_park,london,Queen Elizabeth Olympic Park official site / venues / park facts,London Legacy Development Corporation,public_services_civic_assets,official_site,https://www.queenelizabetholympicpark.co.uk/,,"copyright; quote minimally, link for evidence",2012,present,park/venue/project pages,web updates,2026-04-28T09:52:10.257166+01:00,manual event curation,mvp,Good for event evidence; not bulk data.,raw_metadata/lon_queen_elizabeth_olympic_park_page_metadata.json,
lon_road_casualties_severity,london,Road Casualties by Severity,Department for Transport,transport_mobility,dataset_page,https://data.london.gov.uk/dataset/road-casualties-by-severity-e1z1j,,Open Government Licence,2004,present/most recent release,borough / LSOA / MSOA / ward depending resource,annual,2026-04-28T11:42:12.986910+00:00,annual,mvp,"Casualty counts describe harms, not traffic volumes, and are constrained to reported road incidents.",raw_metadata/lon_road_casualties_severity_page_metadata.json,Complements collision counts with severity and population-exposure context.
lon_road_collisions_severity,london,Road Collisions by Severity,Department for Transport,transport_mobility,dataset_page,https://data.london.gov.uk/dataset/road-collisions-by-severity-vq8ln,,Open Government Licence,historical Stats19 era,present/most recent release,borough / ward,annual,2026-04-28T11:42:12.986910+00:00,annual,mvp,Police-reported injury collisions undercount all traffic incidents and follow Stats19 reporting rules.,raw_metadata/lon_road_collisions_severity_page_metadata.json,Useful for road-safety trend analysis and traffic-impact narratives over time.
lon_tfl_cycle_flows_trln,london,Cycle Flows on the TFL Road Network,Transport for London,transport_mobility,dataset_page,https://data.london.gov.uk/dataset/cycle-flows-on-the-tfl-road-network-2g1y0,,TfL / GLA terms; confirm,historic counter series,present,sample counter sites / network index,monthly / periodic,2026-04-28T11:42:12.986910+00:00,periodic,mvp,"Counter-based index represents sampled cycle flows on the TLRN, not all cycling in London.",raw_metadata/lon_tfl_cycle_flows_trln_page_metadata.json,Important long-run signal for cycling uptake and street-use change.
lon_tfl_cycling_data,london,TfL Cycling Infrastructure Database / cycling open data,Transport for London,transport_mobility,file_service,https://cycling.data.tfl.gov.uk/,,TfL Open Data terms,varies,present,cycle infrastructure/roads depending feed,periodic,2026-04-28T09:52:10.257166+01:00,quarterly,mvp,Schema varies by file; verify coordinate reference system.,raw_metadata/lon_tfl_cycling_data_page_metadata.json,
lon_tfl_live_traffic_disruptions,london,TfL Live Traffic Disruptions,Transport for London,transport_mobility,feed_dataset,https://data.london.gov.uk/dataset/tfl-live-traffic-disruptions-248xn,,TfL Open Data terms,live feed era,present,incident / road location,live / event-based,2026-04-28T11:42:12.986910+00:00,frequent polling if adopted,mvp,Operational disruption feed is strongest for current/recent events; historic retention needs separate archiving or snapshots.,raw_metadata/lon_tfl_live_traffic_disruptions_page_metadata.json,"Good for traffic-impacting incidents, roadworks, public events, and closures on major roads."
lon_tfl_open_data,london,TfL Open Data portal,Transport for London,transport_mobility,developer_portal,https://tfl.gov.uk/info-for/open-data-users/,,TfL Open Data terms,varies,present,London transport network/service data,varies,2026-04-28T09:52:10.257166+01:00,daily/weekly by feed,mvp,API limits and app keys may apply for heavy use; some feeds are operational not historic.,raw_metadata/lon_tfl_open_data_page_metadata.json,
lon_tfl_road_network_kpis,london,Key Performance Indicators on the TFL Road Network,Transport for London,transport_mobility,kpi_dataset,https://data.london.gov.uk/dataset/key-performance-indicators-on-the-tfl-road-network-e1zzj,,TfL / GLA terms; confirm dataset resource licence,2010s,present,TfL road network aggregate,reporting period / annual,2026-04-28T11:42:12.986910+00:00,periodic manual refresh,mvp,"Aggregate network KPIs do not locate every congestion event, but they provide robust time-series context for road performance and reliability.",raw_metadata/lon_tfl_road_network_kpis_page_metadata.json,Important for trend analysis of journey-time reliability and serious congestion on the TfL Road Network.
lon_tfl_rods,london,TfL Rolling Origin and Destination Survey,Transport for London,transport_mobility,survey_dataset,https://data.london.gov.uk/dataset/tfl-rolling-origin-and-destination-survey-2w97n,,TfL / GLA terms; confirm,historic series,present,station / origin-destination flow,annual / survey release,2026-04-28T11:42:12.986910+00:00,annual/periodic,mvp,Represents typical weekday Underground/LUL travel patterns rather than all-day all-mode full network demand.,raw_metadata/lon_tfl_rods_page_metadata.json,High-value source for how travel patterns shift across the city over time.
lon_tfl_unified_api,london,TfL Unified API lines and stop points,Transport for London,transport_mobility,api,https://api.tfl.gov.uk/,"https://api.tfl.gov.uk/Line/Mode/tube,dlr,elizabeth-line",TfL Open Data terms,current,present,"lines, routes, stop points, disruptions",live/current,2026-04-28T09:52:10.257166+01:00,cache daily for static layers,mvp,Good for current line/station context; station opening dates require separate source events.,raw_metadata/lon_tfl_unified_api_page_metadata.json,
